respondent_id,survey_year,age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2202,2023,22,Male,Australia,No,No,Yes,Often,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,No,Yes,Yes,No,No,Don't know,No,Anonymous reporting would increase participation.
2203,2019,18,Male,Other,No,No,No,Sometimes,1-5,No,Yes,Don't know,Yes,No,No,Don't know,Very difficult,No,No,Some of them,No,No,Yes,No,No,
2204,2023,35,Female,United Kingdom,No,Yes,No,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,Yes,Yes,Yes,No,Maybe,Don't know,No,HR resources are available but rarely used.
2205,2023,25,Female,United Kingdom,No,Yes,Yes,Sometimes,100-500,Yes,Yes,No,Yes,Don't know,Yes,Yes,Don't know,No,Yes,Yes,Some of them,Maybe,Yes,No,No,HR resources are available but rarely used.
2206,2021,19,Male,United Kingdom,No,Yes,Yes,Never,26-100,No,Yes,Yes,No,Don't know,Don't know,Don't know,Very difficult,Yes,No,Yes,Some of them,Maybe,No,No,No,
2207,2021,29,Other / Prefer not to say,United States,No,Yes,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Don't know,Somewhat easy,Maybe,No,Yes,No,No,No,Don't know,No,Burnout is rampant in my team.
2208,2024,31,Female,Australia,No,No,No,Rarely,26-100,No,No,No,No,Don't know,Don't know,Yes,Somewhat difficult,Maybe,Maybe,No,No,No,Yes,Yes,No,Stigma is still a major issue in my workplace.
2209,2020,37,Male,United States,No,No,Yes,Often,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Glad to see more companies taking this seriously.
2210,2024,37,Female,India,Yes,No,No,Never,More than 1000,Yes,No,Yes,No,Yes,Yes,Yes,Somewhat difficult,Maybe,No,No,Some of them,No,No,No,No,
2211,2024,24,Other / Prefer not to say,United States,No,Yes,No,Never,26-100,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,Yes,No,No,No,No,
2212,2024,27,Male,India,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Yes,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,Maybe,No,No,No,
2213,2023,40,Male,United States,No,No,Yes,Rarely,100-500,Yes,No,No,No,Don't know,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,Yes,
2214,2019,29,Male,United States,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,Don't know,Yes,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,No,No,Better awareness programs needed.
2215,2020,19,Male,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Don't know,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,Yes,No,
2216,2023,26,Male,United States,No,No,No,Never,100-500,No,Yes,Don't know,Yes,No,No,No,Somewhat difficult,Maybe,Yes,No,No,Maybe,Maybe,Yes,No,
2217,2021,47,Male,Australia,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Yes,No,No,Yes,Very easy,Yes,Maybe,No,Yes,No,Yes,Yes,No,Glad to see more companies taking this seriously.
2218,2022,37,Male,United Kingdom,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,Yes,Yes,No,No,No,Maybe,No,Yes,Better awareness programs needed.
2219,2024,18,Male,Canada,Yes,No,Yes,Rarely,500-1000,No,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,No,No,Some of them,No,No,No,Yes,No,
2220,2024,28,Male,United Kingdom,No,No,No,Sometimes,100-500,No,Yes,Yes,Don't know,Yes,No,No,Somewhat easy,Maybe,No,Some of them,No,Maybe,No,No,No,
2221,2024,29,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,Yes,No,No,Don't know,No,Maybe,No,No,No,No,No,No,Management needs training on mental health.
2222,2023,42,Female,United States,No,Yes,No,Rarely,6-25,No,No,No,Don't know,No,Don't know,Don't know,Very easy,Yes,No,Yes,No,Maybe,No,No,No,HR resources are available but rarely used.
2223,2023,31,Female,United States,No,No,Yes,Rarely,500-1000,No,Yes,Yes,Yes,Don't know,Don't know,No,Don't know,Maybe,No,No,No,No,Yes,Yes,No,More anonymous support options would help.
2224,2021,45,Male,Netherlands,No,No,No,Sometimes,100-500,No,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,No,No,No,Some of them,No,Maybe,No,Yes,Better awareness programs needed.
2225,2023,21,Male,Germany,Yes,No,No,Never,500-1000,Yes,No,Yes,Don't know,No,Yes,Yes,Somewhat easy,Maybe,No,No,Yes,No,Yes,Don't know,Yes,Open conversations help reduce stigma.
2226,2023,28,Female,United Kingdom,No,No,No,Never,100-500,Yes,Yes,No,Yes,Yes,No,Yes,Don't know,No,No,Yes,Yes,No,Yes,Don't know,Yes,Stigma is still a major issue in my workplace.
2227,2024,20,Female,United States,No,No,No,Rarely,100-500,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,No,Some of them,No,No,No,Yes,
2228,2023,30,Male,United Kingdom,No,Yes,Yes,Rarely,6-25,Yes,Yes,No,Yes,No,No,No,Somewhat difficult,No,Maybe,Some of them,Some of them,Maybe,No,Don't know,No,Burnout is rampant in my team.
2229,2021,35,Male,Netherlands,No,No,No,Rarely,26-100,Yes,No,No,Yes,Don't know,Don't know,Don't know,Somewhat difficult,Yes,No,No,No,No,No,Don't know,No,
2230,2020,24,Male,United States,No,Yes,No,Sometimes,26-100,Yes,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,No,No,Yes,No,Yes,Maybe,No,Yes,
2231,2022,24,Female,United States,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Very easy,Yes,No,Some of them,No,Maybe,No,No,No,
2232,2023,46,Male,Canada,No,Yes,Yes,Sometimes,100-500,Yes,Yes,No,No,Don't know,Don't know,Yes,Very easy,Yes,No,Yes,No,Yes,No,Yes,No,Remote work has been a double-edged sword.
2233,2022,25,Female,United States,No,Yes,Yes,Often,6-25,Yes,No,Don't know,No,No,Yes,Yes,Somewhat difficult,No,No,No,Yes,No,Maybe,No,No,
2234,2021,40,Male,Other,No,Yes,No,Never,26-100,No,No,No,No,Yes,No,Don't know,Don't know,Maybe,No,Yes,No,No,Yes,Yes,No,Leadership support makes all the difference.
2235,2023,32,Male,United States,No,Yes,No,Rarely,6-25,Yes,No,Don't know,Don't know,No,No,No,Very difficult,Yes,No,Yes,No,No,No,Yes,No,Leadership support makes all the difference.
2236,2024,25,Non-binary,Australia,No,No,No,Sometimes,26-100,No,Yes,Yes,No,No,No,No,Very difficult,Yes,No,No,Some of them,Maybe,No,Yes,No,HR resources are available but rarely used.
2237,2021,22,Male,Other,No,Yes,No,Never,100-500,Yes,Yes,Don't know,Don't know,Don't know,No,No,Somewhat difficult,Yes,Maybe,No,Some of them,Maybe,Yes,Yes,No,We have EAP but nobody talks about it.
2238,2021,37,Male,United States,No,No,Yes,Sometimes,26-100,Yes,No,Yes,Don't know,No,Don't know,Yes,Somewhat difficult,Yes,No,No,Some of them,No,Yes,Don't know,No,
2239,2021,26,Male,United States,No,No,No,Rarely,26-100,No,Yes,No,No,Don't know,Don't know,Yes,Somewhat difficult,Maybe,No,Some of them,No,Maybe,No,Yes,No,
2240,2023,23,Male,United Kingdom,No,No,No,Never,500-1000,No,Yes,No,No,No,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,Yes,No,
2241,2022,31,Male,Australia,No,Yes,No,Sometimes,1-5,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Somewhat easy,Yes,Maybe,Yes,No,No,No,No,No,
2242,2024,37,Female,France,No,No,Yes,Sometimes,6-25,Yes,No,Don't know,Yes,No,No,No,Somewhat easy,Maybe,Maybe,No,Yes,No,No,Don't know,No,Stigma is still a major issue in my workplace.
2243,2019,28,Female,United States,Yes,No,No,Never,26-100,No,Yes,No,No,Don't know,Yes,No,Somewhat difficult,Yes,Maybe,No,Yes,Maybe,No,Don't know,No,
2244,2024,42,Male,Brazil,No,No,No,Never,26-100,Yes,No,Don't know,Don't know,Yes,Yes,Don't know,Somewhat easy,No,No,No,Some of them,Maybe,No,Don't know,Yes,Leadership support makes all the difference.
2245,2021,26,Male,Sweden,No,No,No,Never,More than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,Don't know,No,Yes,No,No,No,No,Don't know,No,Better awareness programs needed.
2246,2024,38,Male,Germany,No,No,No,Never,100-500,No,No,Yes,Yes,Don't know,Don't know,No,Don't know,No,No,Some of them,No,Yes,Maybe,Don't know,No,
2247,2019,40,Female,United States,No,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,No,No,Don't know,Don't know,Very difficult,Yes,No,Yes,No,No,No,Yes,No,We have EAP but nobody talks about it.
2248,2019,31,Male,United Kingdom,No,No,No,Sometimes,More than 1000,Yes,No,Yes,Don't know,No,Yes,Yes,Somewhat difficult,Yes,No,Yes,No,No,Maybe,Don't know,No,Management needs training on mental health.
2249,2024,18,Male,Australia,No,No,No,Rarely,100-500,Yes,Yes,No,Yes,No,Yes,Yes,Don't know,No,Yes,No,No,Yes,Maybe,Yes,No,Management needs training on mental health.
2250,2023,47,Male,United States,No,No,No,Sometimes,500-1000,No,No,No,Yes,Yes,No,Yes,Very difficult,No,No,No,Some of them,No,Maybe,No,Yes,Open conversations help reduce stigma.
2251,2024,18,Female,United Kingdom,Yes,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,We have EAP but nobody talks about it.
2252,2024,40,Female,United States,No,No,Yes,Rarely,500-1000,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Yes,Maybe,Some of them,No,Maybe,No,Don't know,No,Anonymous reporting would increase participation.
2253,2022,24,Male,United Kingdom,Yes,No,No,Never,100-500,Yes,Yes,Don't know,Don't know,Yes,No,Don't know,Somewhat easy,No,No,No,Some of them,Maybe,No,Yes,No,
2254,2023,37,Female,France,No,No,No,Rarely,More than 1000,Yes,No,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,Yes,No,No,Yes,Maybe,Yes,Don't know,No,
2255,2020,23,Male,United States,No,No,No,Often,500-1000,No,No,No,Yes,Yes,Don't know,Yes,Somewhat easy,No,Maybe,No,No,No,Maybe,Yes,No,Burnout is rampant in my team.
2256,2020,35,Male,United States,Yes,No,No,Never,6-25,No,Yes,No,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Don't know,No,
2257,2020,29,Female,United States,No,No,No,Never,More than 1000,Yes,No,Yes,No,Yes,Yes,No,Don't know,Yes,No,Yes,No,No,Maybe,Don't know,No,Open conversations help reduce stigma.
2258,2019,32,Female,United States,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Somewhat difficult,No,No,No,Yes,Maybe,No,No,No,Glad to see more companies taking this seriously.
2259,2021,37,Female,Ireland,No,Yes,Yes,Rarely,500-1000,Yes,Yes,No,Yes,Yes,Yes,Don't know,Somewhat difficult,No,Yes,Some of them,Yes,No,Maybe,Yes,No,
2260,2023,30,Male,United States,No,No,Yes,Often,6-25,No,Yes,No,No,No,Yes,Don't know,Very easy,Maybe,No,No,Some of them,No,No,Yes,Yes,We have EAP but nobody talks about it.
2261,2021,33,Male,Other,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,No,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,We have EAP but nobody talks about it.
2262,2021,38,Male,United States,No,No,No,Rarely,6-25,Yes,Yes,Yes,No,No,Yes,Don't know,Don't know,Yes,Maybe,Yes,Yes,Maybe,Yes,Don't know,Yes,Glad to see more companies taking this seriously.
2263,2024,28,Male,United States,No,No,No,Never,100-500,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,No,No,Yes,No,No,Yes,No,Remote work has been a double-edged sword.
2264,2023,37,Female,United States,No,No,No,Rarely,More than 1000,No,No,Yes,Yes,Don't know,Don't know,Don't know,Very easy,No,No,No,Some of them,No,No,Yes,No,Burnout is rampant in my team.
2265,2021,23,Male,United States,No,No,Yes,Sometimes,100-500,No,No,No,No,Yes,Yes,Don't know,Very easy,Maybe,No,Yes,No,Yes,Yes,Yes,Yes,Remote work has been a double-edged sword.
2266,2022,25,Female,United States,No,Yes,No,Sometimes,100-500,Yes,No,Yes,Yes,Yes,No,No,Don't know,Yes,No,Some of them,No,Maybe,Maybe,Don't know,No,We have EAP but nobody talks about it.
2267,2021,32,Male,United States,No,No,No,Never,6-25,No,Yes,No,Don't know,Don't know,Yes,No,Don't know,No,No,No,Some of them,Maybe,No,Don't know,No,
2268,2020,39,Male,Australia,No,No,Yes,Rarely,1-5,No,Yes,No,Don't know,Don't know,No,Don't know,Somewhat easy,No,No,No,Yes,Maybe,No,Yes,No,
2269,2022,19,Female,United States,No,No,Yes,Often,More than 1000,Yes,No,Yes,Don't know,Yes,Don't know,Don't know,Somewhat easy,No,Maybe,No,Yes,Yes,Yes,Yes,No,
2270,2021,36,Male,United States,No,Yes,No,Rarely,More than 1000,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Yes,No,Yes,Maybe,No,No,Open conversations help reduce stigma.
2271,2024,27,Male,Australia,Yes,No,Yes,Sometimes,More than 1000,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,No,No,No,No,No,Yes,No,
2272,2023,26,Female,United States,No,No,No,Often,500-1000,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,Glad to see more companies taking this seriously.
2273,2020,18,Male,United States,Yes,No,Yes,Never,100-500,No,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,No,No,Maybe,Maybe,Don't know,No,
2274,2022,24,Non-binary,Canada,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,Yes,Don't know,Don't know,Very easy,Maybe,No,Yes,No,Yes,No,Yes,No,Burnout is rampant in my team.
2275,2022,24,Non-binary,United Kingdom,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,No,No,No,Yes,No,Somewhat difficult,Yes,Maybe,Yes,No,Yes,No,No,No,
2276,2020,33,Male,Other,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,Yes,No,No,Yes,No,Yes,No,Stigma is still a major issue in my workplace.
2277,2024,32,Male,Canada,No,No,No,Sometimes,6-25,No,No,No,No,No,Yes,Don't know,Somewhat difficult,Maybe,No,No,No,Maybe,Yes,Don't know,No,HR resources are available but rarely used.
2278,2024,25,Male,United States,Yes,No,No,Never,More than 1000,Yes,No,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,No,Don't know,No,Open conversations help reduce stigma.
2279,2021,40,Male,United States,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Yes,No,No,Don't know,Somewhat difficult,No,No,No,Yes,Maybe,No,Don't know,No,Better awareness programs needed.
2280,2019,33,Male,United States,No,No,No,Rarely,6-25,No,No,Yes,No,Yes,No,No,Somewhat easy,Maybe,Yes,Some of them,No,No,Maybe,Don't know,No,Anonymous reporting would increase participation.
2281,2024,24,Male,United Kingdom,No,No,Yes,Often,100-500,No,Yes,No,Don't know,Don't know,Yes,Don't know,Don't know,No,Maybe,Some of them,No,No,No,No,Yes,HR resources are available but rarely used.
2282,2020,30,Male,United Kingdom,No,Yes,No,Rarely,500-1000,Yes,Yes,Yes,Don't know,Yes,Yes,No,Somewhat difficult,Maybe,No,Yes,No,No,No,Yes,Yes,Management needs training on mental health.
2283,2019,50,Male,United States,No,Yes,No,Rarely,More than 1000,Yes,No,Yes,Yes,Yes,No,No,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,Yes,
2284,2022,24,Male,Australia,No,No,Yes,Rarely,26-100,Yes,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,Yes,No,Some of them,No,Maybe,No,Don't know,Yes,
2285,2020,23,Female,United States,No,No,No,Rarely,6-25,No,Yes,No,No,No,Don't know,Yes,Somewhat easy,No,No,No,Yes,Maybe,No,Yes,No,Burnout is rampant in my team.
2286,2022,30,Male,United States,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,No,Somewhat easy,No,No,Yes,No,Maybe,Maybe,Yes,No,
2287,2019,34,Non-binary,United States,No,No,No,Rarely,100-500,No,Yes,Yes,Don't know,Don't know,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,No,Yes,No,
2288,2024,33,Male,Other,No,No,No,Rarely,100-500,No,No,Yes,Don't know,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Yes,No,
2289,2022,32,Female,Germany,No,No,Yes,Rarely,More than 1000,Yes,No,Yes,No,Yes,Yes,Yes,Don't know,No,No,No,No,Maybe,Maybe,Yes,No,
2290,2024,28,Non-binary,Other,No,Yes,No,Sometimes,100-500,No,Yes,Yes,No,No,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,Maybe,No,No,Anonymous reporting would increase participation.
2291,2019,35,Male,United States,Yes,No,Yes,Often,More than 1000,Yes,Yes,No,Yes,Yes,No,No,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Yes,No,
2292,2023,26,Male,United States,No,No,Yes,Sometimes,26-100,Yes,No,Yes,Don't know,No,No,No,Somewhat difficult,Yes,No,No,Some of them,No,Yes,No,No,
2293,2023,22,Female,United States,No,Yes,Yes,Often,6-25,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Very easy,No,No,No,No,Maybe,Yes,No,No,Stigma is still a major issue in my workplace.
2294,2021,29,Male,Germany,No,Yes,Yes,Rarely,100-500,Yes,Yes,Don't know,Don't know,Yes,Yes,No,Don't know,Maybe,No,No,No,No,No,No,Yes,
2295,2024,30,Male,United States,No,No,No,Often,100-500,No,Yes,Don't know,Yes,Yes,Don't know,Don't know,Don't know,No,Maybe,Yes,No,Yes,Yes,No,No,We have EAP but nobody talks about it.
2296,2024,34,Other / Prefer not to say,Netherlands,No,Yes,Yes,Never,26-100,No,Yes,Yes,Yes,No,No,No,Somewhat easy,No,Maybe,Some of them,Some of them,Maybe,No,Don't know,No,More anonymous support options would help.
2297,2023,27,Female,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,No,Yes,No,Yes,Don't know,Somewhat difficult,Maybe,No,No,No,No,Yes,No,Yes,Leadership support makes all the difference.
2298,2021,29,Male,United Kingdom,No,No,No,Never,500-1000,No,Yes,Yes,Don't know,No,Don't know,Yes,Somewhat easy,No,Maybe,No,No,No,No,No,Yes,Leadership support makes all the difference.
2299,2023,18,Male,United States,No,No,Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,Don't know,Yes,No,Don't know,No,No,Yes,Yes,Maybe,No,Don't know,Yes,HR resources are available but rarely used.
2300,2024,23,Female,Germany,No,No,No,Never,100-500,No,Yes,Don't know,Yes,Yes,Yes,No,Very easy,No,No,Yes,No,Yes,Yes,Yes,No,
2301,2023,22,Male,Sweden,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,No,Yes,Some of them,No,No,Don't know,No,We have EAP but nobody talks about it.
2302,2024,33,Male,United Kingdom,No,No,Yes,Never,More than 1000,Yes,Yes,Don't know,Yes,No,Don't know,Yes,Don't know,No,No,Yes,No,No,Yes,Yes,No,More anonymous support options would help.
2303,2023,43,Female,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,No,Don't know,Yes,Don't know,Yes,No,No,Yes,No,Maybe,Yes,No,Better awareness programs needed.
2304,2022,23,Male,Other,No,No,No,Rarely,6-25,No,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Yes,Some of them,Maybe,Maybe,Yes,No,Anonymous reporting would increase participation.
2305,2024,43,Female,Canada,No,No,No,Rarely,1-5,Yes,Yes,Yes,No,No,Yes,No,Somewhat easy,Yes,No,Some of them,Yes,Maybe,Maybe,No,Yes,
2306,2020,30,Male,France,No,No,No,Never,26-100,No,No,Yes,No,No,No,Don't know,Very difficult,No,No,Some of them,No,No,Maybe,Don't know,No,
2307,2023,18,Male,United States,No,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,
2308,2019,31,Male,United States,No,Yes,No,Rarely,6-25,No,Yes,Don't know,Yes,Don't know,Yes,Yes,Somewhat difficult,Maybe,Maybe,Yes,No,Yes,Yes,Yes,No,
2309,2019,41,Male,Brazil,No,Yes,No,Never,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Somewhat easy,Yes,No,No,Some of them,Maybe,No,Yes,No,Open conversations help reduce stigma.
2310,2020,41,Male,United Kingdom,No,No,No,Rarely,100-500,Yes,Yes,Yes,No,No,Yes,Don't know,Very easy,No,Maybe,No,No,No,No,Yes,No,Stigma is still a major issue in my workplace.
2311,2022,45,Female,United States,No,No,Yes,Sometimes,26-100,Yes,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,
2312,2022,35,Male,Other,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,No,Yes,No,Yes,No,Maybe,Don't know,No,Leadership support makes all the difference.
2313,2024,25,Male,United States,No,No,Yes,Rarely,26-100,No,No,No,Don't know,No,Don't know,Don't know,Somewhat easy,Maybe,No,Yes,Some of them,No,No,Yes,No,Leadership support makes all the difference.
2314,2020,34,Male,United States,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,No,No,Very difficult,No,No,Yes,No,No,Yes,No,No,Leadership support makes all the difference.
2315,2024,28,Female,Netherlands,No,No,Yes,Rarely,1-5,Yes,Yes,Yes,Don't know,No,No,Don't know,Don't know,No,No,No,Some of them,Yes,Yes,No,No,Burnout is rampant in my team.
2316,2021,31,Other / Prefer not to say,United States,No,No,Yes,Often,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,No,Somewhat difficult,Maybe,No,Yes,No,Maybe,No,No,No,
2317,2023,36,Male,United States,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Very easy,No,No,No,No,No,Maybe,Yes,No,
2318,2022,26,Female,United States,Yes,Yes,No,Often,26-100,No,No,No,No,Don't know,No,Don't know,Very easy,No,No,Some of them,No,No,Maybe,Yes,No,
2319,2022,42,Male,United Kingdom,Yes,No,No,Rarely,26-100,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,Somewhat difficult,Maybe,No,No,No,Maybe,No,Don't know,No,
2320,2020,24,Male,Other,No,Yes,No,Never,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,Some of them,No,No,No,No,Burnout is rampant in my team.
2321,2023,30,Other / Prefer not to say,United States,No,No,Yes,Rarely,100-500,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Yes,Yes,Maybe,No,Yes,Yes,Leadership support makes all the difference.
2322,2023,23,Male,India,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,No,Don't know,No,No,Somewhat easy,No,No,No,Yes,Maybe,Yes,Don't know,No,Management needs training on mental health.
2323,2022,35,Female,Australia,No,Yes,No,Never,6-25,Yes,Yes,Don't know,Yes,No,Yes,No,Very difficult,No,No,No,No,No,No,No,No,We have EAP but nobody talks about it.
2324,2024,21,Male,United States,No,No,Yes,Often,500-1000,Yes,Yes,Don't know,No,Yes,No,Yes,Somewhat difficult,No,Maybe,No,Yes,No,Yes,Don't know,No,
2325,2022,35,Non-binary,United States,No,Yes,Yes,Often,100-500,No,Yes,Yes,Don't know,Don't know,No,Yes,Somewhat easy,No,No,No,Yes,No,No,Yes,No,Stigma is still a major issue in my workplace.
2326,2023,22,Female,United States,No,No,Yes,Often,6-25,No,No,Don't know,Don't know,No,Don't know,No,Don't know,Yes,No,No,No,Yes,Yes,No,No,
2327,2020,27,Female,Australia,No,Yes,No,Never,100-500,No,Yes,Don't know,Yes,Don't know,Don't know,Yes,Very difficult,No,Maybe,No,Yes,Maybe,No,Don't know,No,More anonymous support options would help.
2328,2020,29,Male,Germany,No,No,Yes,Often,6-25,Yes,Yes,No,No,Don't know,No,No,Don't know,No,No,Yes,No,No,No,No,Yes,Stigma is still a major issue in my workplace.
