paper_id,title,abstract,authors,year,month,category,subcategory,citation_count,venue,num_authors,has_code,primary_method,dataset_used,is_survey
arxiv.202303.02098,Visual Question Answering via Reinforcement Learning,"We present a comprehensive study of object detection in the context of natural language processing. Through systematic experiments on standard benchmarks, we identify key factors that influence model performance and propose HyperNet as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Daniel Yamamoto; Hans Wilson; Laura Sutskever; Yun Girshick,2023,3,cs.CV,video-understanding,186,NAACL,4,False,transformer,COCO,False
arxiv.202206.01329,Graph-Based Planning under Uncertainty,"Recent advances in reinforcement learning have shown promising results for question answering. However, existing methods suffer from training instability. We address this by proposing DualPath, which combines spectral normalization with multi-head attention to overcome these challenges. Our experiments on diverse evaluation suites demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Dmitri Ren; Jean Thomas; Olga Vinyals,2022,6,cs.AI,multi-agent,6,NAACL,3,True,transformer,custom,False
arxiv.202106.00986,Privacy-Preserving Autonomous Driving across Domains,"Motivated by recent progress in neural architecture design, we develop ProtoLearn for semantic segmentation. Our framework integrates denoising diffusion with a novel pooling module that captures temporal dynamics. Results on both synthetic and real-world data show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Anna Moore; Hao Ma,2021,6,cs.RO,autonomous-driving,30,ICML,2,False,rnn,KITTI,False
arxiv.202208.01390,Image Segmentation at Scale,"Motivated by recent progress in natural language processing, we develop CrossModal for machine translation. Our framework integrates data augmentation with a novel pooling module that captures long-range dependencies. Results on both synthetic and real-world data show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Carlos Tanaka; Chen Mueller; Rahul Gao,2022,8,cs.CV,image-generation,27,ICLR,3,True,transformer,LAION-5B,False
arxiv.202304.01793,Multi-Agent Systems with Graph Neural Networks,"Recent advances in embodied AI have shown promising results for image classification. However, existing methods suffer from data heterogeneity. We address this by proposing DenseFormer, which combines attention mechanisms with prompt tuning to overcome these challenges. Our experiments on both synthetic and real-world data demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Christopher Garcia,2023,4,cs.AI,multi-agent,9,arXiv-only,1,True,transformer,MuJoCo,False
arxiv.202408.02454,A Survey of Code Generation under Distribution Shift,"Recent advances in neural architecture design have shown promising results for speech recognition. However, existing methods suffer from data heterogeneity. We address this by proposing MetaAdapt, which combines variational inference with attention mechanisms to overcome these challenges. Our experiments on standard benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Chen Kumar; James Mueller; Li Li; Priya Ali; Robert Hassan,2024,8,cs.CL,dialogue,2,CVPR,5,True,gnn,RedPajama,False
arxiv.202011.00554,End-to-End Multi-Agent Systems across Domains,"We present a comprehensive study of visual reasoning in the context of computer vision. Through systematic experiments on competitive benchmarks, we identify key factors that influence model performance and propose NeuralBridge as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Diego Zhang; Kaiming Goodfellow; Rahul Yamamoto; Yuki Petrov,2020,11,cs.AI,reasoning,4,arXiv-only,4,False,cnn,OpenAI Gym,False
arxiv.202003.00476,Exploring Panoptic Segmentation with Transformers,"This paper presents NeuralBridge, designed for efficient question answering. By leveraging knowledge distillation and curriculum learning, our approach reduces computational cost by 47% while maintaining competitive performance on diverse evaluation suites. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Dario Suzuki; Elena Radford; Rahul Wu,2020,3,cs.CV,object-detection,48,CVPR,3,True,other,LSUN,False
arxiv.201902.00204,Collaborative Filtering,"This paper presents FlexiLearn, designed for efficient visual reasoning. By leveraging graph convolutions and flow matching, our approach reduces computational cost by 68% while maintaining competitive performance on challenging real-world datasets. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Alex Lin; Fei Hinton; Ming Mueller; Olga Hinton; Siddharth Liang,2019,2,cs.IR,search-ranking,2,arXiv-only,5,False,cnn,AG News,False
arxiv.202405.02740,Robust Meta-Learning at Scale,"This paper introduces FastTune for question answering. Unlike prior work that relies on adversarial training, we design a data augmentation framework that directly addresses poor generalization. Evaluation on competitive benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Ashish Mohamed; Jian Bengio; Maria Zhang; Michael Anderson; Olga Martinez; Priya Thomas,2024,5,cs.LG,deep-learning,2,ICML,6,True,transformer,CIFAR-100,False
arxiv.201908.00435,Unsupervised Machine Translation,"Recent advances in transfer learning have shown promising results for document retrieval. However, existing methods suffer from label scarcity. We address this by proposing AdaptNet, which combines contrastive learning with graph convolutions to overcome these challenges. Our experiments on challenging real-world datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Daniel Vaswani; Yuki Liu,2019,8,cs.CL,text-generation,24,AAAI,2,True,bayesian,GLUE,False
arxiv.201906.00394,End-to-End Knowledge Representation,"This paper introduces MetaAdapt for language understanding. Unlike prior work that relies on residual connections, we design a residual connections framework that directly addresses catastrophic forgetting. Evaluation on multiple established benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Ross Zhang,2019,6,cs.AI,knowledge-representation,13,arXiv-only,1,False,rnn,not specified,False
arxiv.202402.02614,Rethinking Document Understanding with Vision Transformers,"This paper introduces CrossModal for document retrieval. Unlike prior work that relies on flow matching, we design a flow matching framework that directly addresses distribution shift. Evaluation on standard benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Michael Moore; Neha Shazeer; Robert Garcia; Yann Rodriguez,2024,2,cs.CL,question-answering,41,NAACL,4,False,gnn,SST-2,False
arxiv.202309.02229,Adversarial Transfer Learning,"This paper introduces AutoScale for document retrieval. Unlike prior work that relies on mixture of experts, we design a curriculum learning framework that directly addresses catastrophic forgetting. Evaluation on diverse evaluation suites shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Feng LeCun; Marco Devlin; Oriol Chen; Yuki Ivanov,2023,9,cs.LG,representation-learning,4,NAACL,4,False,cnn,multiple,False
arxiv.202209.01693,Document Understanding via Prompt Tuning,"We propose CrossModal, a novel approach to document retrieval. Our method leverages graph convolutions to achieve state-of-the-art results on standard benchmarks. Experiments demonstrate improvements of 8.5% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Ahmed He; Ilya Bengio; Jun Smith; Rahul Goodfellow; Yoshua Bianchi,2022,9,cs.CL,sentiment-analysis,3,NAACL,5,False,diffusion,GLUE,False
arxiv.201806.00104,Self-Supervised Depth Estimation through Self-Supervision,"This paper presents HyperNet, designed for efficient speech recognition. By leveraging LoRA fine-tuning and contrastive learning, our approach reduces computational cost by 49% while maintaining competitive performance on multiple established benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Li Sun; Sarah Xu,2018,6,cs.CV,3d-vision,3,arXiv-only,2,False,cnn,CIFAR-10,False
